Time [s],Packet ID,MOSI,MISO
0.002505600000000,0,0xB0,0x0B
0.004880600000000,,0x00,0x00
0.007857400000000,,0x20,0x02
0.010834000000000,,0x06,0x00
0.013810800000000,,0x00,0x0F
0.016787200000000,,0x0E,0x20
0.019763800000000,,0x11,0x04
0.022740400000000,,0x80,0x00
0.025717200000000,,0xCA,0x95
0.062259400000000,,0xB0,0x0B
0.064412800000000,,0x00,0x00
0.067389400000000,,0x20,0x02
0.070366000000000,,0x8E,0x00
0.073342800000000,,0x00,0x0F
0.076319400000000,,0x0E,0x20
0.079296200000000,,0x11,0x04
0.082272800000000,,0x80,0x00
0.085249400000000,,0x52,0x95
0.121541600000000,,0xB0,0x0B
0.123945400000000,,0x00,0x00
0.126921800000000,,0x20,0x02
0.129898400000000,,0x06,0x00
0.132874600000000,,0x00,0x0F
0.135851200000000,,0x0E,0x20
0.138827800000000,,0x11,0x04
0.141804200000000,,0x80,0x00
0.144781000000000,,0xCA,0x95
0.181295200000000,,0xB0,0x0B
0.183476000000000,,0x00,0x00
0.186452400000000,,0x20,0x02
0.189429000000000,,0x8E,0x00
0.192405400000000,,0x00,0x0F
0.195382000000000,,0x0E,0x20
0.198358400000000,,0x11,0x04
0.201334800000000,,0x80,0x00
0.204311400000000,,0x52,0x95
0.240570600000000,,0xB0,0x0B
0.243005200000000,,0x00,0x00
0.245981800000000,,0x20,0x02
0.248958200000000,,0x06,0x00
0.251934600000000,,0x00,0x0F
0.254911000000000,,0x0E,0x20
0.257887800000000,,0x11,0x04
0.260864400000000,,0x80,0x00
0.263841000000000,,0xCA,0x95
0.300340800000000,,0xB0,0x0B
0.302536600000000,,0x00,0x00
0.305513200000000,,0x20,0x02
0.308489600000000,,0x8E,0x00
0.311466200000000,,0x00,0x0F
0.314442600000000,,0x0E,0x20
0.317419200000000,,0x11,0x04
0.320395800000000,,0x80,0x00
0.323372400000000,,0x52,0x95
0.359602800000000,,0xB0,0x0B
0.362068600000000,,0x00,0x00
0.365045400000000,,0x20,0x02
0.368022000000000,,0x06,0x00
0.370998800000000,,0x00,0x0F
0.373975400000000,,0x0E,0x20
0.376952000000000,,0x11,0x04
0.379928600000000,,0x80,0x00
0.382905400000000,,0xCA,0x95
0.419373800000000,,0xB0,0x0B
0.421600600000000,,0x00,0x00
0.424577200000000,,0x20,0x02
0.427553600000000,,0x8E,0x00
0.430530000000000,,0x00,0x0F
0.433506400000000,,0x0E,0x20
0.436483000000000,,0x11,0x04
0.439459600000000,,0x80,0x00
0.442436200000000,,0x52,0x95
0.478633600000000,,0xB0,0x0B
0.481133400000000,,0x00,0x00
0.484110000000000,,0x20,0x02
0.487086600000000,,0x06,0x00
0.490063200000000,,0x00,0x0F
0.493039800000000,,0x0E,0x20
0.496016400000000,,0x11,0x04
0.498993000000000,,0x80,0x00
0.501969600000000,,0xCA,0x95
0.538404800000000,,0xB0,0x0B
0.540665200000000,,0x00,0x00
0.543641800000000,,0x20,0x02
0.546618400000000,,0x8E,0x00
0.549595000000000,,0x00,0x0F
0.552571600000000,,0x0E,0x20
0.555548200000000,,0x11,0x04
0.558524800000000,,0x80,0x00
0.561501600000000,,0x52,0x95
0.597683800000000,,0xB0,0x0B
0.600197800000000,,0x00,0x00
0.603174400000000,,0x20,0x02
0.606150800000000,,0x06,0x00
0.609127400000000,,0x00,0x0F
0.612104200000000,,0x0E,0x20
0.615080800000000,,0x11,0x04
0.618057400000000,,0x80,0x00
0.621034200000000,,0xCA,0x95
0.657438000000000,,0xB0,0x0B
0.659729800000000,,0x00,0x00
0.662706400000000,,0x20,0x02
0.665683200000000,,0x8E,0x00
0.668659600000000,,0x00,0x0F
0.671636200000000,,0x0E,0x20
0.674613000000000,,0x11,0x04
0.677589600000000,,0x80,0x00
0.680566200000000,,0x52,0x95
0.716716800000000,,0xB0,0x0B
0.719262400000000,,0x00,0x00
0.722239000000000,,0x20,0x02
0.725215600000000,,0x06,0x00
0.728192200000000,,0x00,0x0F
0.731168600000000,,0x0E,0x20
0.734145000000000,,0x11,0x04
0.737121800000000,,0x80,0x00
0.740098200000000,,0xCA,0x95
0.776472800000000,,0xB0,0x0B
0.778794400000000,,0x00,0x00
0.781771000000000,,0x20,0x02
0.784747800000000,,0x8E,0x00
0.787724200000000,,0x00,0x0F
0.790701000000000,,0x0E,0x20
0.793677800000000,,0x11,0x04
0.796654400000000,,0x80,0x00
0.799632200000000,,0x52,0x95
0.835959000000000,,0xB0,0x0B
0.838329600000000,,0x00,0x00
0.841306400000000,,0x20,0x02
0.844283000000000,,0x06,0x00
0.847259800000000,,0x00,0x0F
0.850236400000000,,0x0E,0x20
0.853213000000000,,0x12,0x04
0.856189600000000,,0x80,0x00
0.859166200000000,,0xCB,0x95
0.895237000000000,,0xB0,0x0B
0.897862000000000,,0x00,0x00
0.900838800000000,,0x20,0x02
0.903815400000000,,0x8E,0x00
0.906792000000000,,0x00,0x0F
0.909768600000000,,0x0E,0x20
0.912745000000000,,0x12,0x04
0.915721600000000,,0x80,0x00
0.918698000000000,,0x53,0x95
0.954989200000000,,0xB0,0x0B
0.957392600000000,,0x00,0x00
0.960369200000000,,0x20,0x02
0.963345800000000,,0x06,0x00
0.966322400000000,,0x00,0x0F
0.969298800000000,,0x0E,0x20
0.972275400000000,,0x12,0x04
0.975252000000000,,0x80,0x00
0.978228600000000,,0xCB,0x95
1.014757600000000,,0xB0,0x0B
1.016923600000000,,0x00,0x00
1.019900200000000,,0x20,0x02
1.022876600000000,,0x8E,0x00
1.025853200000000,,0x00,0x0F
1.028829800000000,,0x0E,0x20
1.031806400000000,,0x12,0x04
1.034783000000000,,0x80,0x00
1.037759600000000,,0x53,0x95
1.074017000000000,,0xB0,0x0B
1.076455400000000,,0x00,0x00
1.079432200000000,,0x20,0x02
1.082408800000000,,0x06,0x00
1.085385400000000,,0x00,0x0F
1.088362200000000,,0x0E,0x20
1.091339000000000,,0x12,0x04
1.094315800000000,,0x80,0x00
1.097292600000000,,0xCB,0x95
1.133796400000000,,0xB0,0x0B
1.135990400000000,,0x00,0x00
1.138967000000000,,0x20,0x02
1.141943800000000,,0x8E,0x00
1.144920400000000,,0x00,0x0F
1.147897200000000,,0x0E,0x20
1.150873800000000,,0x12,0x04
1.153850200000000,,0x80,0x00
1.156826800000000,,0x53,0x95
1.193075000000000,,0xB0,0x0B
1.195522400000000,,0x00,0x00
1.198499000000000,,0x20,0x02
