Time [s],Packet ID,MOSI,MISO
4.513307000000000,0,0xB0,0xFF
4.515890000000000,,0x02,0xFF
4.518866000000000,,0x20,0xFF
4.521843000000000,,0x06,0xFF
4.524819000000000,,0x02,0xFF
4.527795000000000,,0x38,0xFF
4.530771000000000,,0x0E,0xFF
4.533748000000000,,0x81,0xFF
4.536724000000000,,0xF6,0xFF
4.572891000000000,,0xF0,0xFF
4.575416000000000,,0x02,0xFF
4.578392000000000,,0x20,0xFF
4.581368000000000,,0x8E,0xFF
4.584345000000000,,0x02,0xFF
4.587321000000000,,0x38,0xFF
4.590297000000000,,0x0E,0xFF
4.593274000000000,,0x81,0xFF
4.596250000000000,,0x7E,0xFF
4.632459000000000,,0xB0,0xFF
4.634942000000000,,0x02,0xFF
4.637918000000000,,0x20,0xFF
4.640894000000000,,0x06,0xFF
4.643871000000000,,0x03,0xFF
4.646847000000000,,0x38,0xFF
4.649823000000000,,0x0E,0xFF
4.652800000000000,,0x81,0xFF
4.655776000000000,,0xF6,0xFF
4.692043000000000,,0xB0,0xFF
4.694470000000000,,0x02,0xFF
4.697446000000000,,0x20,0xFF
4.700423000000000,,0x8E,0xFF
4.703399000000000,,0x02,0xFF
4.706376000000000,,0x38,0xFF
4.709352000000000,,0x0E,0xFF
4.712329000000000,,0x81,0xFF
4.715305000000000,,0x7E,0xFF
4.751632000000000,,0xB0,0xFF
4.754000000000000,,0x02,0xFF
4.756976000000000,,0x20,0xFF
4.759952000000000,,0x06,0xFF
4.762929000000000,,0x02,0xFF
4.765905000000000,,0x38,0xFF
4.768882000000000,,0x0E,0xFF
4.771858000000000,,0x81,0xFF
4.774835000000000,,0xFE,0xFF
4.810921000000000,,0xB0,0xFF
4.813527000000000,,0x02,0xFF
4.816504000000000,,0x20,0xFF
4.819480000000000,,0x8E,0xFF
4.822456000000000,,0x02,0xFF
4.825433000000000,,0x38,0xFF
4.828409000000000,,0x0E,0xFF
4.831385000000000,,0x81,0xFF
4.834362000000000,,0x7E,0xFF
4.870505000000000,,0xB0,0xFF
4.873055000000000,,0x02,0xFF
4.876032000000000,,0x20,0xFF
4.879008000000000,,0x06,0xFF
4.881985000000000,,0x02,0xFF
4.884961000000000,,0x38,0xFF
4.887937000000000,,0x0E,0xFF
4.890914000000000,,0x81,0xFF
4.893890000000000,,0xF6,0xFF
4.930073000000000,,0xB0,0xFF
4.932583000000000,,0x02,0xFF
4.935559000000000,,0x20,0xFF
4.938536000000000,,0x8E,0xFF
4.941512000000000,,0x02,0xFF
4.944489000000000,,0x38,0xFF
4.947465000000000,,0x0E,0xFF
4.950442000000000,,0xC1,0xFF
4.953418000000000,,0x7E,0xFF
4.989663000000000,,0xB0,0xFF
4.992112000000000,,0x02,0xFF
4.995088000000000,,0x20,0xFF
4.998064000000000,,0x06,0xFF
5.001041000000000,,0x02,0xFF
5.004017000000000,,0x38,0xFF
5.006994000000000,,0x0E,0xFF
5.009970000000000,,0x81,0xFF
5.012946000000000,,0xF6,0xFF
5.049248000000000,,0xB0,0xFF
5.051639000000000,,0x02,0xFF
5.054615000000000,,0x20,0xFF
5.057592000000000,,0x8E,0xFF
5.060568000000000,,0x02,0xFF
5.063545000000000,,0x38,0xFF
5.066521000000000,,0x0E,0xFF
5.069497000000000,,0x81,0xFF
5.072474000000000,,0x7E,0xFF
5.108537000000000,,0xB0,0xFF
5.111167000000000,,0x02,0xFF
5.114144000000000,,0x20,0xFF
5.117120000000000,,0x06,0xFF
5.120096000000000,,0x02,0xFF
5.123073000000000,,0x38,0xFF
5.126049000000000,,0x0E,0xFF
5.129026000000000,,0x81,0xFF
5.132002000000000,,0xF6,0xFF
5.168277000000000,,0xB0,0xFF
5.170695000000000,,0x02,0xFF
5.173671000000000,,0x20,0xFF
5.176647000000000,,0x8E,0xFF
5.179623000000000,,0x02,0xFF
5.182600000000000,,0x38,0xFF
5.185576000000000,,0x0F,0xFF
5.188552000000000,,0xC1,0xFF
5.191529000000000,,0x7F,0xFF
5.227846000000000,,0xF0,0xFF
5.230222000000000,,0x02,0xFF
5.233198000000000,,0x20,0xFF
5.236175000000000,,0x06,0xFF
5.239151000000000,,0x02,0xFF
5.242128000000000,,0x38,0xFF
5.245104000000000,,0x0F,0xFF
5.248081000000000,,0xC1,0xFF
5.251057000000000,,0xF7,0xFF
5.287151000000000,,0xB0,0xFF
5.289751000000000,,0x02,0xFF
5.292728000000000,,0x20,0xFF
5.295704000000000,,0x8E,0xFF
5.298681000000000,,0x02,0xFF
5.301657000000000,,0x38,0xFF
5.304634000000000,,0x0F,0xFF
5.307611000000000,,0x81,0xFF
5.310587000000000,,0x7F,0xFF
5.346739000000000,,0xB0,0xFF
5.349281000000000,,0x02,0xFF
5.352258000000000,,0x20,0xFF
5.355234000000000,,0x06,0xFF
5.358211000000000,,0x02,0xFF
5.361187000000000,,0x38,0xFF
5.364164000000000,,0x0F,0xFF
5.367140000000000,,0x81,0xFF
5.370117000000000,,0xF7,0xFF
5.406311000000000,,0xB0,0xFF
5.408812000000000,,0x02,0xFF
5.411788000000000,,0x20,0xFF
5.414764000000000,,0x8E,0xFF
5.417741000000000,,0x02,0xFF
5.420717000000000,,0x38,0xFF
5.423694000000000,,0x0F,0xFF
5.426670000000000,,0x81,0xFF
5.429646000000000,,0x7F,0xFF
5.465907000000000,,0xB0,0xFF
5.468340000000000,,0x02,0xFF
5.471316000000000,,0x20,0xFF
5.474293000000000,,0x06,0xFF
5.477269000000000,,0x02,0xFF
5.480245000000000,,0x38,0xFF
5.483222000000000,,0x0F,0xFF
5.486198000000000,,0x81,0xFF
5.489175000000000,,0xF7,0xFF
5.525476000000000,,0xB0,0xFF
5.527867000000000,,0x02,0xFF
5.530844000000000,,0x20,0xFF
5.533820000000000,,0x8E,0xFF
5.536797000000000,,0x02,0xFF
5.539773000000000,,0x38,0xFF
5.542750000000000,,0x0F,0xFF
5.545726000000000,,0x81,0xFF
5.548703000000000,,0x7F,0xFF
5.584780000000000,,0xB0,0xFF
5.587397000000000,,0x02,0xFF
5.590374000000000,,0x20,0xFF
5.593350000000000,,0x06,0xFF
5.596327000000000,,0x02,0xFF
5.599303000000000,,0x38,0xFF
5.602280000000000,,0x0F,0xFF
5.605256000000000,,0x81,0xFF
5.608233000000000,,0xF7,0xFF
5.644368000000000,,0xB0,0xFF
5.646926000000000,,0x02,0xFF
5.649903000000000,,0x20,0xFF
5.652879000000000,,0x8E,0xFF
5.655856000000000,,0x02,0xFF
5.658832000000000,,0x38,0xFF
5.661809000000000,,0x0F,0xFF
5.664785000000000,,0x81,0xFF
5.667762000000000,,0x7F,0xFF
5.703940000000000,,0xB0,0xFF
5.706456000000000,,0x02,0xFF
5.709433000000000,,0x20,0xFF
5.712409000000000,,0x06,0xFF
5.715386000000000,,0x02,0xFF
5.718362000000000,,0x38,0xFF
5.721338000000000,,0x0F,0xFF
5.724315000000000,,0x81,0xFF
5.727292000000000,,0xF7,0xFF
5.763528000000000,,0xB0,0xFF
5.765987000000000,,0x02,0xFF
5.768963000000000,,0x20,0xFF
5.771940000000000,,0x8E,0xFF
5.774916000000000,,0x02,0xFF
5.777892000000000,,0x38,0xFF
5.780869000000000,,0x0F,0xFF
5.783845000000000,,0x81,0xFF
5.786822000000000,,0x7F,0xFF
5.823099000000000,,0xB0,0xFF
5.825515000000000,,0x02,0xFF
5.828491000000000,,0x20,0xFF
5.831468000000000,,0x07,0xFF
5.834444000000000,,0x02,0xFF
5.837421000000000,,0x38,0xFF
5.840397000000000,,0x0F,0xFF
5.843373000000000,,0x81,0xFF
5.846350000000000,,0xF7,0xFF
5.882403000000000,,0xB0,0xFF
5.885041000000000,,0x02,0xFF
5.888017000000000,,0x20,0xFF
5.890994000000000,,0x8E,0xFF
5.893970000000000,,0x02,0xFF
5.896946000000000,,0x38,0xFF
5.899922000000000,,0x0F,0xFF
5.902898000000000,,0x81,0xFF
5.905875000000000,,0x7F,0xFF
5.941986000000000,,0xB0,0xFF
5.944566000000000,,0x02,0xFF
5.947542000000000,,0x20,0xFF
5.950518000000000,,0x06,0xFF
5.953494000000000,,0x02,0xFF
5.956471000000000,,0x38,0xFF
5.959447000000000,,0x0F,0xFF
5.962423000000000,,0x81,0xFF
5.965399000000000,,0xF7,0xFF
6.001551000000000,,0xB0,0xFF
6.004090000000000,,0x02,0xFF
6.007066000000000,,0x20,0xFF
6.010042000000000,,0x8E,0xFF
6.013019000000000,,0x03,0xFF
6.015995000000000,,0x38,0xFF
6.018971000000000,,0x0F,0xFF
6.021948000000000,,0x81,0xFF
6.024924000000000,,0x7F,0xFF
6.061136000000000,,0xB0,0xFF
6.063618000000000,,0x02,0xFF
6.066594000000000,,0x20,0xFF
6.069571000000000,,0x06,0xFF
6.072547000000000,,0x02,0xFF
6.075523000000000,,0x38,0xFF
6.078500000000000,,0x0F,0xFF
6.081476000000000,,0x81,0xFF
6.084453000000000,,0xF7,0xFF
6.120706000000000,,0xB0,0xFF
6.123145000000000,,0x02,0xFF
